B02,B03,B04,B08,B11,B12,NDVI,NDWI,BSI,cloud_cover,manganese_label,elevation_m,slope_deg,terrain_relief_m
0.1352,0.1749,0.1443,0.448,0.2856,0.1857,0.512747,-0.438433,-0.151318,0.0,0,713.0,24.534792,102.0
0.1317,0.1649,0.1461,0.4083,0.2875,0.1933,0.472944,-0.424634,-0.109285,0.0,0,775.0,18.639744,64.0
0.1265,0.1644,0.1438,0.3893,0.2975,0.2,0.460514,-0.406177,-0.077839,0.0,0,580.0,3.41242,17.0
0.1346,0.1697,0.1455,0.4425,0.2917,0.1927,0.505102,-0.445606,-0.137928,0.0,0,835.0,28.799679,98.0
0.136,0.1626,0.1626,0.3234,0.3071,0.2265,0.330864,-0.330864,0.011086,0.0,0,694.0,24.386372,102.0
0.1307,0.1704,0.154,0.367,0.3075,0.2141,0.408829,-0.365836,-0.03774,0.0,0,609.0,7.594643,48.0
0.1314,0.1606,0.1432,0.3427,0.2705,0.1959,0.410578,-0.361812,-0.068033,0.0,0,869.0,3.41242,27.0
0.1263,0.1574,0.1566,0.3378,0.3217,0.2247,0.366505,-0.364297,0.015068,0.0,0,538.0,6.800801,26.0
0.14,0.1704,0.1621,0.3843,0.3015,0.2123,0.406662,-0.385614,-0.061443,0.0,0,834.0,22.655624,39.0
0.1361,0.1706,0.1789,0.3699,0.3616,0.2566,0.348032,-0.368733,0.032967,0.0,0,582.0,2.159736,13.0
0.1365,0.1727,0.1676,0.3914,0.3178,0.22,0.400358,-0.387697,-0.041942,0.0,0,680.0,20.662642,83.0
0.1258,0.162,0.1415,0.378,0.279,0.1917,0.455245,-0.4,-0.090122,0.0,0,661.0,16.601549,92.0
0.1228,0.1642,0.1353,0.4234,0.2751,0.1841,0.515661,-0.441116,-0.141961,0.0,0,610.0,21.219822,71.0
0.1384,0.1781,0.1559,0.3815,0.2862,0.209,0.419799,-0.363474,-0.080873,0.0,0,856.0,21.490978,75.0
0.1469,0.1681,0.2039,0.294,0.3968,0.3222,0.18096,-0.272452,0.153418,0.0,0,541.0,0.0,15.0
0.1488,0.1766,0.1691,0.3671,0.3344,0.2474,0.369265,-0.350377,-0.012164,2e-06,0,628.0,3.052882,11.0
0.1453,0.1577,0.1745,0.2932,0.362,0.2696,0.253795,-0.30051,0.100513,2e-06,0,648.0,3.41242,14.0
0.1518,0.1735,0.1765,0.3263,0.3513,0.2709,0.297932,-0.305722,0.049408,2e-06,0,653.0,4.313351,6.0
0.131,0.1568,0.131,0.4445,0.243,0.1646,0.544744,-0.478463,-0.212217,2e-06,0,629.0,3.052882,13.0
0.152,0.1763,0.1755,0.3849,0.3343,0.2468,0.373662,-0.371703,-0.025891,2e-06,0,627.0,6.274438,11.0
0.1465,0.1634,0.1622,0.3322,0.3439,0.2526,0.343851,-0.340597,0.027823,2e-06,0,656.0,3.052882,13.0
0.1429,0.1566,0.1632,0.2992,0.3286,0.2433,0.294118,-0.312857,0.053218,2e-06,0,689.0,7.743239,14.0
0.1592,0.187,0.1801,0.4114,0.3803,0.2786,0.39104,-0.375,-0.009019,2e-06,0,651.0,6.800801,8.0
0.1559,0.1689,0.1908,0.3033,0.4057,0.3053,0.227687,-0.284625,0.130056,2e-06,0,634.0,3.41242,10.0
0.1523,0.1767,0.1865,0.3373,0.4023,0.3401,0.287896,-0.312451,0.091988,2e-06,0,667.0,4.573921,12.0
0.1514,0.1685,0.1848,0.2992,0.378,0.3169,0.236364,-0.279453,0.110716,2e-06,0,657.0,2.159736,5.0
0.148,0.1639,0.1697,0.2919,0.3516,0.2662,0.264731,-0.280825,0.084686,2e-06,0,654.0,1.527525,7.0
0.1538,0.1754,0.1749,0.3164,0.3332,0.2601,0.288011,-0.286702,0.038741,2e-06,0,646.0,4.820199,8.0
0.1456,0.1606,0.169,0.3086,0.3463,0.2536,0.292295,-0.315431,0.063022,2e-06,0,670.0,4.313351,16.0
0.1401,0.1562,0.1561,0.3163,0.3116,0.2252,0.339119,-0.338836,0.012228,2e-06,0,672.0,2.159736,12.0
0.1576,0.1725,0.1884,0.3202,0.3953,0.2972,0.259143,-0.299777,0.099764,2e-06,0,642.0,3.052882,13.0
0.1553,0.1699,0.1847,0.2999,0.3997,0.3168,0.237722,-0.276713,0.124279,2e-06,0,649.0,3.41242,12.0
0.1327,0.1372,0.1266,0.1561,0.1697,0.1536,0.104351,-0.064439,0.012818,2e-06,0,633.0,6.274438,7.0
0.1473,0.1715,0.1605,0.3581,0.3347,0.2414,0.381026,-0.352341,-0.010194,2e-06,0,665.0,4.573921,15.0
0.1456,0.1649,0.1538,0.3558,0.3225,0.2395,0.396389,-0.366622,-0.025673,2e-06,0,649.0,1.527525,12.0
0.16,0.204,0.2146,0.4594,0.431,0.325,0.363205,-0.384986,0.020711,0.003086,1,223.0,3.41242,11.0
0.2254,0.2515,0.2754,0.3112,0.3752,0.3447,0.06103,-0.106096,0.096024,0.003086,1,209.0,0.0,9.0
0.1829,0.2324,0.2341,0.4812,0.4395,0.3552,0.345449,-0.348655,0.007102,0.003086,1,210.0,1.527525,5.0
0.31,0.3391,0.3927,0.4435,0.4957,0.4588,0.060751,-0.133401,0.082161,0.003086,1,211.0,3.052882,11.0
0.3375,0.3708,0.4102,0.4533,0.518,0.4668,0.049913,-0.100109,0.07993,0.003086,1,224.0,3.41242,9.0
0.3006,0.3415,0.3661,0.4629,0.476,0.4187,0.116767,-0.15092,0.048954,0.003086,1,230.0,3.41242,11.0
0.1993,0.24,0.2515,0.4004,0.3945,0.331,0.228409,-0.250468,0.037168,0.003086,1,228.0,1.527525,6.0
0.2027,0.254,0.2887,0.4552,0.4383,0.3623,0.22382,-0.2837,0.049895,0.003086,1,215.0,1.527525,5.0
0.3112,0.341,0.3819,0.4288,0.4569,0.4366,0.057851,-0.114056,0.062579,0.003086,1,216.0,4.313351,10.0
0.3215,0.3599,0.4029,0.4751,0.5062,0.4618,0.082232,-0.137964,0.065955,0.003086,1,222.0,4.820199,14.0
0.1458,0.1851,0.1902,0.3595,0.3104,0.2466,0.307986,-0.320235,-0.004672,0.003086,1,223.0,3.052882,9.0
0.3334,0.3784,0.4118,0.5182,0.4749,0.4036,0.114409,-0.155922,0.020192,0.003086,1,231.0,3.41242,8.0
0.1158,0.1301,0.1342,0.145,0.1694,0.1563,0.038682,-0.054162,0.075833,0.003086,1,224.0,6.800801,9.0
0.26,0.3066,0.3544,0.4294,0.4921,0.4255,0.095688,-0.166848,0.102285,0.003086,1,227.0,2.159736,10.0
0.145,0.1841,0.195,0.4026,0.4093,0.3162,0.34739,-0.372422,0.049223,0.003086,1,205.0,2.159736,5.0
0.2162,0.2682,0.2792,0.4923,0.4472,0.3538,0.276215,-0.294675,0.012475,0.003086,1,210.0,1.527525,5.0
0.1772,0.224,0.2517,0.4426,0.4346,0.3541,0.274953,-0.327933,0.050915,0.003086,1,238.0,9.689803,17.0
0.2831,0.3256,0.3636,0.4147,0.4878,0.4367,0.065656,-0.120357,0.099148,0.003086,1,215.0,1.527525,5.0
0.2438,0.2843,0.3318,0.3938,0.4833,0.4418,0.085446,-0.161481,0.122186,0.003086,1,218.0,3.052882,9.0
0.2643,0.3058,0.3402,0.4195,0.4754,0.4345,0.104383,-0.156763,0.087902,0.003086,1,202.0,4.573921,12.0
0.1598,0.1925,0.2224,0.264,0.338,0.287,0.085526,-0.156627,0.138793,0.000498,0,15.0,3.41242,6.0
0.1832,0.2178,0.2618,0.3124,0.3988,0.3518,0.088123,-0.178423,0.142709,0.000498,0,22.0,1.527525,11.0
0.1332,0.1742,0.1587,0.4454,0.3551,0.2591,0.47459,-0.437702,-0.059319,0.000498,0,21.0,4.313351,10.0
0.1757,0.2117,0.2493,0.2949,0.3735,0.3298,0.083793,-0.164232,0.139199,0.000498,0,14.0,2.159736,6.0
0.1925,0.2269,0.2498,0.371,0.3848,0.3201,0.195232,-0.24101,0.059344,0.000498,0,28.0,4.313351,11.0
0.1848,0.2225,0.2641,0.3198,0.4027,0.3456,0.095393,-0.179421,0.138467,0.000498,0,22.0,0.0,8.0
0.1271,0.1709,0.1471,0.4419,0.3503,0.2441,0.500509,-0.442232,-0.067142,0.000498,0,26.0,4.573921,9.0
0.1689,0.2058,0.2359,0.3114,0.3826,0.3324,0.13795,-0.204176,0.125774,0.000498,0,21.0,4.820199,8.0
0.1697,0.2052,0.2494,0.3146,0.4019,0.3489,0.115603,-0.210466,0.147059,0.000498,0,22.0,1.527525,9.0
0.1852,0.2255,0.2733,0.3511,0.4286,0.3625,0.1246,-0.217829,0.133743,0.000498,0,18.0,4.313351,4.0
0.2055,0.2393,0.2779,0.3241,0.42,0.3813,0.076744,-0.150515,0.137108,0.000498,0,17.0,3.052882,5.0
0.181,0.2215,0.2641,0.3398,0.4148,0.354,0.125352,-0.210761,0.131783,0.000498,0,18.0,2.159736,7.0
0.1892,0.2247,0.272,0.3383,0.4293,0.3704,0.108635,-0.201776,0.141439,0.000498,0,18.0,1.527525,10.0
0.1667,0.2037,0.2365,0.3793,0.4185,0.3338,0.231893,-0.301201,0.090758,0.000498,0,21.0,2.159736,8.0
0.153,0.1877,0.1986,0.3593,0.3608,0.2726,0.288044,-0.313711,0.043949,0.000498,0,19.0,1.527525,10.0
0.164,0.1947,0.1975,0.3963,0.3626,0.2809,0.334793,-0.341117,-0.000178,0.000498,0,19.0,2.159736,8.0
0.1776,0.2134,0.2245,0.3807,0.3809,0.3134,0.258096,-0.281602,0.040474,0.000498,0,21.0,4.573921,10.0
0.1723,0.2089,0.2459,0.3391,0.4004,0.328,0.159316,-0.237591,0.116524,0.000498,0,17.0,1.527525,5.0
0.1778,0.2128,0.2455,0.3361,0.3782,0.3169,0.155777,-0.224631,0.096519,0.000498,0,16.0,3.052882,7.0
0.1715,0.2013,0.2314,0.3017,0.3622,0.3163,0.13187,-0.199602,0.112861,0.000498,0,16.0,0.0,4.0
0.1423,0.1658,0.185,0.3097,0.3496,0.2662,0.252072,-0.302629,0.083722,6e-06,0,869.0,31.303511,113.0
0.1466,0.1635,0.196,0.2623,0.3765,0.3203,0.144665,-0.232034,0.166701,6e-06,0,822.0,25.675461,110.0
0.1436,0.1683,0.1931,0.3148,0.3627,0.2806,0.239614,-0.30325,0.096036,6e-06,0,878.0,31.032267,119.0
0.1473,0.171,0.194,0.3233,0.3569,0.2742,0.249952,-0.308112,0.07861,6e-06,0,862.0,30.629606,122.0
0.1396,0.159,0.1787,0.2897,0.335,0.2591,0.236977,-0.291286,0.089502,6e-06,0,1009.0,11.479916,76.0
0.1331,0.155,0.1687,0.3221,0.3232,0.2516,0.312551,-0.350241,0.03875,6e-06,0,932.0,26.183762,70.0
0.1368,0.1533,0.1704,0.2809,0.3269,0.2645,0.244848,-0.293874,0.086995,6e-06,0,1007.0,5.491994,53.0
0.1406,0.1572,0.1828,0.2817,0.3455,0.2704,0.212917,-0.283664,0.111509,6e-06,0,758.0,30.42454,110.0
0.1399,0.16,0.1791,0.2967,0.3328,0.2643,0.247163,-0.299321,0.079389,6e-06,0,968.0,22.655624,91.0
0.1378,0.1548,0.1732,0.2638,0.3221,0.2679,0.207323,-0.260392,0.104471,6e-06,0,838.0,29.025778,159.0
0.1611,0.1905,0.2477,0.3351,0.4721,0.4572,0.149966,-0.275114,0.183882,6e-06,0,686.0,3.41242,19.0
0.1254,0.1444,0.145,0.3201,0.2915,0.2179,0.376478,-0.378256,-0.010204,6e-06,0,673.0,6.274438,21.0
0.1311,0.1549,0.1585,0.3076,0.3099,0.2519,0.319888,-0.330162,0.032742,6e-06,0,731.0,3.052882,27.0
0.1354,0.1523,0.1787,0.2687,0.3661,0.2955,0.201162,-0.276485,0.148277,6e-06,0,688.0,15.002539,25.0
0.1467,0.1703,0.1917,0.3224,0.3632,0.2788,0.254231,-0.308707,0.083789,6e-06,0,890.0,25.675461,111.0
0.133,0.1572,0.165,0.3526,0.3456,0.2661,0.362442,-0.383288,0.025095,6e-06,0,995.0,32.36895,101.0
0.1277,0.1488,0.1534,0.2978,0.2991,0.228,0.320035,-0.333632,0.030752,6e-06,0,749.0,21.624784,89.0
0.1396,0.163,0.195,0.327,0.3633,0.2775,0.252874,-0.334694,0.089472,6e-06,0,819.0,21.97604,111.0
0.1605,0.1907,0.2095,0.3612,0.3959,0.3021,0.265814,-0.308933,0.074261,6e-06,0,843.0,38.675327,133.0
0.1485,0.1703,0.2134,0.2966,0.4416,0.386,0.163137,-0.270508,0.190801,6e-06,0,681.0,3.052882,13.0
0.147,0.1883,0.2176,0.3708,0.3857,0.3132,0.260367,-0.326417,0.076264,1e-06,0,723.0,3.41242,7.0
0.1503,0.1813,0.2217,0.3107,0.4314,0.3558,0.167168,-0.263008,0.172426,1e-06,0,756.0,3.41242,18.0
0.1613,0.201,0.2447,0.3028,0.4667,0.439,0.106119,-0.202064,0.210379,1e-06,0,784.0,6.800801,47.0
0.1523,0.1892,0.2159,0.3981,0.4369,0.3257,0.296743,-0.355696,0.085106,1e-06,0,773.0,1.527525,13.0
0.1642,0.197,0.251,0.309,0.4394,0.3598,0.103571,-0.221344,0.186662,1e-06,0,763.0,13.575719,46.0
0.1463,0.1853,0.1944,0.3696,0.3883,0.2906,0.310638,-0.332132,0.060805,1e-06,0,760.0,4.313351,23.0
0.1342,0.1724,0.1648,0.4792,0.3795,0.2718,0.488199,-0.470841,-0.059687,1e-06,0,766.0,8.172055,16.0
0.1559,0.1918,0.2342,0.2873,0.4123,0.3487,0.101822,-0.199332,0.186565,1e-06,0,753.0,16.02453,42.0
0.167,0.2063,0.2605,0.3297,0.4913,0.4106,0.117248,-0.230224,0.204325,1e-06,0,859.0,18.255058,48.0
0.1489,0.1811,0.2275,0.3329,0.4486,0.3476,0.18808,-0.295331,0.167804,1e-06,0,782.0,3.41242,11.0
0.1504,0.1811,0.2089,0.3417,0.413,0.3114,0.241191,-0.307192,0.116517,1e-06,0,812.0,10.142105,35.0
0.169,0.2065,0.2493,0.3452,0.4666,0.3747,0.161312,-0.251405,0.16397,1e-06,0,745.0,4.573921,12.0
0.1488,0.1901,0.2093,0.3921,0.4331,0.3445,0.303957,-0.34696,0.085777,1e-06,0,722.0,4.573921,10.0
0.1462,0.1752,0.2044,0.2584,0.3797,0.3553,0.116681,-0.191882,0.181552,1e-06,0,735.0,0.0,0.0
0.1327,0.1663,0.1639,0.458,0.374,0.2879,0.472906,-0.467243,-0.046784,1e-06,0,740.0,4.820199,17.0
0.1737,0.2138,0.2664,0.3342,0.4585,0.3892,0.112887,-0.219708,0.176022,1e-06,0,771.0,0.0,38.0
0.1706,0.2057,0.2537,0.3512,0.4533,0.3516,0.161184,-0.261268,0.150716,1e-06,0,732.0,3.41242,16.0
0.1467,0.1874,0.1855,0.3938,0.4072,0.3002,0.359572,-0.355127,0.046064,1e-06,0,718.0,3.41242,11.0
0.1603,0.1961,0.2365,0.3733,0.4316,0.319,0.224336,-0.311205,0.111925,1e-06,0,812.0,6.274438,45.0
0.1673,0.2112,0.2693,0.3439,0.4907,0.4059,0.121657,-0.239056,0.195721,1e-06,0,811.0,10.678413,55.0
0.1653,0.195,0.1982,0.3679,0.3735,0.2749,0.29977,-0.307159,0.034845,8e-06,0,284.0,1.527525,7.0
0.1503,0.1827,0.1634,0.3973,0.3377,0.2414,0.417157,-0.37,-0.044341,8e-06,0,307.0,4.313351,15.0
0.161,0.2002,0.1962,0.3956,0.3908,0.2825,0.336938,-0.327962,0.026583,8e-06,0,305.0,3.41242,12.0
0.1514,0.1788,0.1744,0.3223,0.3438,0.2572,0.297765,-0.28637,0.044863,8e-06,0,291.0,6.800801,11.0
0.1609,0.1846,0.1895,0.3092,0.3221,0.2393,0.240024,-0.252329,0.042274,8e-06,0,282.0,0.0,5.0
0.155,0.1879,0.1891,0.3573,0.3876,0.2973,0.307833,-0.310712,0.059137,8e-06,0,281.0,4.820199,12.0
0.1528,0.1776,0.1774,0.3446,0.3074,0.2192,0.320307,-0.319801,-0.012828,8e-06,0,276.0,3.41242,10.0
0.1488,0.1741,0.1687,0.3461,0.315,0.2273,0.3446,-0.330642,-0.011445,8e-06,0,294.0,3.41242,9.0
0.1626,0.1881,0.1941,0.3387,0.3698,0.2781,0.271396,-0.285877,0.058768,8e-06,0,290.0,1.527525,11.0
0.1556,0.1769,0.1834,0.284,0.285,0.2148,0.215233,-0.232371,0.031718,8e-06,0,281.0,0.0,7.0
0.1557,0.1911,0.1824,0.3441,0.3507,0.251,0.307122,-0.285874,0.032239,8e-06,0,286.0,3.41242,7.0
0.1659,0.1889,0.2024,0.3201,0.3527,0.2678,0.225263,-0.25776,0.066372,8e-06,0,274.0,0.0,7.0
0.1648,0.1909,0.1953,0.3371,0.3563,0.2646,0.266341,-0.276894,0.047176,8e-06,0,287.0,3.41242,15.0
0.1583,0.1913,0.1856,0.3784,0.3979,0.295,0.341844,-0.328418,0.041778,8e-06,0,282.0,2.159736,8.0
0.1771,0.2185,0.2273,0.3967,0.3809,0.3012,0.271474,-0.289662,0.029103,8e-06,0,295.0,4.820199,12.0
0.1639,0.1977,0.2013,0.3631,0.3745,0.2884,0.286676,-0.294936,0.044251,8e-06,0,307.0,3.052882,10.0
0.1624,0.1889,0.1993,0.2987,0.3455,0.2654,0.199598,-0.225185,0.083209,8e-06,0,286.0,5.491994,8.0
0.1408,0.169,0.1477,0.3811,0.2838,0.1979,0.441377,-0.385566,-0.094819,8e-06,0,285.0,4.313351,12.0
0.1528,0.1857,0.1752,0.3672,0.3588,0.2582,0.353982,-0.328269,0.013283,8e-06,0,282.0,3.41242,9.0
0.1533,0.1822,0.173,0.3657,0.3389,0.2449,0.357713,-0.334915,-0.006887,8e-06,0,288.0,3.052882,12.0
0.1676,0.194,0.223,0.3305,0.4068,0.333,0.194219,-0.260248,0.116766,1e-06,0,203.0,3.052882,8.0
0.1878,0.2252,0.273,0.3655,0.4723,0.4085,0.144871,-0.237515,0.147852,1e-06,0,208.0,2.159736,14.0
0.1619,0.182,0.2054,0.2925,0.3614,0.3108,0.174935,-0.232877,0.110067,1e-06,0,209.0,2.159736,9.0
0.1664,0.1891,0.2219,0.3136,0.3942,0.3417,0.171242,-0.247663,0.124168,1e-06,0,212.0,1.527525,9.0
0.1588,0.1765,0.2086,0.2809,0.3917,0.3393,0.147702,-0.228247,0.154423,1e-06,0,215.0,1.527525,9.0
0.1607,0.1782,0.2072,0.294,0.3943,0.3277,0.173184,-0.245235,0.138989,1e-06,0,196.0,1.527525,10.0
0.1555,0.1738,0.2108,0.2786,0.3734,0.319,0.138537,-0.231653,0.147403,1e-06,0,213.0,1.527525,10.0
0.1475,0.1707,0.1622,0.3623,0.3036,0.2288,0.381506,-0.359475,-0.0451,1e-06,0,220.0,4.313351,10.0
0.1778,0.2072,0.2265,0.3783,0.4078,0.3196,0.250992,-0.292229,0.065692,1e-06,0,204.0,6.45483,15.0
0.1518,0.1721,0.1835,0.3178,0.3481,0.2908,0.267903,-0.297408,0.061926,1e-06,0,225.0,6.45483,19.0
0.152,0.1704,0.187,0.3055,0.3622,0.288,0.240609,-0.283883,0.09109,1e-06,0,209.0,1.527525,10.0
0.1819,0.2054,0.24,0.3344,0.4284,0.3439,0.164345,-0.238977,0.128387,1e-06,0,200.0,3.41242,13.0
0.1583,0.1815,0.1942,0.3055,0.3369,0.2775,0.222734,-0.25462,0.067645,1e-06,0,216.0,6.088528,27.0
0.1752,0.2176,0.2846,0.3638,0.4682,0.3781,0.122147,-0.251462,0.165505,1e-06,0,205.0,2.159736,12.0
0.161,0.1822,0.2153,0.2694,0.3872,0.3518,0.111615,-0.193091,0.166618,1e-06,0,196.0,5.491994,25.0
0.164,0.1865,0.2085,0.3319,0.386,0.3155,0.228349,-0.280478,0.090426,1e-06,0,200.0,5.491994,7.0
0.1684,0.178,0.2046,0.2726,0.3586,0.2978,0.142498,-0.209942,0.121689,1e-06,0,329.0,18.855034,88.0
0.166,0.1959,0.2323,0.3102,0.3887,0.3212,0.143594,-0.225845,0.131972,1e-06,0,197.0,2.159736,10.0
0.1801,0.2074,0.2374,0.3629,0.4162,0.3276,0.209062,-0.272664,0.092429,1e-06,0,199.0,3.41242,17.0
0.1571,0.1777,0.208,0.2977,0.3876,0.3307,0.177378,-0.252419,0.134044,1e-06,0,204.0,3.052882,6.0
0.1321,0.1572,0.1551,0.2381,0.2272,0.2007,0.211089,-0.204655,0.01608,0.0,0,294.0,0.0,10.0
0.1612,0.1868,0.2266,0.3305,0.4253,0.3532,0.186502,-0.277789,0.140084,0.0,0,308.0,1.527525,4.0
0.1448,0.1794,0.1809,0.4059,0.386,0.2935,0.383436,-0.386981,0.014495,0.0,0,303.0,3.052882,12.0
0.1639,0.1998,0.2383,0.2948,0.3394,0.314,0.105984,-0.192074,0.114821,0.0,0,309.0,1.527525,4.0
0.1938,0.2442,0.3127,0.3658,0.4348,0.38,0.078261,-0.199344,0.143753,0.0,0,306.0,2.159736,6.0
0.177,0.2098,0.2534,0.2932,0.3443,0.3154,0.072814,-0.165805,0.119393,0.0,0,307.0,3.41242,6.0
0.175,0.2122,0.2524,0.3157,0.3471,0.3109,0.111424,-0.19606,0.099798,0.0,0,311.0,1.527525,4.0
0.1767,0.2137,0.2672,0.3256,0.4023,0.3622,0.098516,-0.207491,0.142686,0.0,0,305.0,1.527525,5.0
0.1813,0.2316,0.2218,0.4833,0.4177,0.3251,0.370869,-0.352077,-0.019247,0.0,0,301.0,0.0,8.0
0.1598,0.1871,0.2276,0.2712,0.3285,0.3045,0.08741,-0.183504,0.126735,0.0,0,310.0,0.0,4.0
0.1493,0.1883,0.2123,0.3944,0.4114,0.3389,0.300148,-0.353698,0.068528,0.0,0,303.0,0.0,11.0
0.1952,0.2288,0.2678,0.325,0.3862,0.3491,0.096491,-0.173709,0.11395,0.0,0,307.0,1.527525,5.0
0.1814,0.214,0.2654,0.3258,0.3653,0.3288,0.102165,-0.207114,0.108533,0.0,0,305.0,4.573921,7.0
0.183,0.2204,0.2562,0.3553,0.4422,0.3994,0.162061,-0.234323,0.129457,0.0,0,314.0,0.0,9.0
0.1573,0.1868,0.223,0.2713,0.3289,0.305,0.097714,-0.184458,0.125752,0.0,0,310.0,3.052882,3.0
0.1716,0.2121,0.2518,0.398,0.4547,0.3669,0.224992,-0.304704,0.10728,0.0,0,304.0,0.0,4.0
0.18,0.2196,0.2765,0.3258,0.399,0.3619,0.081853,-0.194719,0.143655,0.0,0,310.0,3.052882,5.0
0.185,0.2196,0.2627,0.3113,0.3871,0.353,0.084669,-0.172726,0.133932,0.0,0,311.0,1.527525,8.0
0.1408,0.168,0.1839,0.3448,0.3676,0.2952,0.304331,-0.344774,0.063543,0.0,0,307.0,1.527525,6.0
0.1528,0.1826,0.2013,0.2711,0.3094,0.2753,0.147756,-0.195063,0.092874,0.0,0,305.0,1.527525,7.0
0.1665,0.193,0.2356,0.3582,0.4888,0.4095,0.206467,-0.29971,0.159875,2e-06,0,657.0,16.089893,72.0
0.1662,0.1889,0.2298,0.3044,0.4509,0.415,0.139648,-0.234137,0.182489,2e-06,0,649.0,4.313351,30.0
0.1532,0.1741,0.186,0.3535,0.3682,0.2904,0.310473,-0.34003,0.044773,2e-06,0,625.0,4.313351,10.0
0.1652,0.1876,0.2085,0.3503,0.3978,0.3101,0.253758,-0.302473,0.080941,2e-06,0,594.0,0.0,7.0
0.1693,0.1932,0.2596,0.3285,0.5064,0.4802,0.117157,-0.259344,0.212217,2e-06,0,633.0,4.820199,29.0
0.1401,0.1664,0.146,0.4453,0.2968,0.2163,0.506173,-0.455943,-0.138689,2e-06,0,597.0,3.052882,14.0
0.1582,0.1781,0.2032,0.3348,0.4499,0.3588,0.24461,-0.305518,0.139691,2e-06,0,643.0,10.678415,24.0
0.164,0.183,0.2121,0.3048,0.4346,0.3721,0.179338,-0.249692,0.15948,2e-06,0,652.0,16.601547,40.0
0.1574,0.1655,0.1807,0.2675,0.378,0.3083,0.193664,-0.235566,0.136031,2e-06,0,694.0,18.639744,69.0
0.1354,0.152,0.1385,0.3384,0.2491,0.1754,0.419165,-0.380098,-0.10007,2e-06,0,595.0,2.159736,4.0
0.151,0.1762,0.1739,0.4136,0.3508,0.276,0.408,-0.402509,-0.036629,2e-06,0,630.0,3.41242,13.0
0.1477,0.1654,0.1502,0.1832,0.2125,0.1711,0.09898,-0.051061,0.045848,2e-06,0,593.0,3.41242,12.0
0.1547,0.1665,0.1924,0.2653,0.3844,0.3266,0.159275,-0.22881,0.157303,2e-06,0,749.0,10.884884,47.0
0.1537,0.1658,0.1805,0.2803,0.3834,0.316,0.21658,-0.256669,0.130173,2e-06,0,725.0,16.411964,79.0
0.1584,0.1747,0.1936,0.3118,0.3943,0.3206,0.233874,-0.281809,0.111237,2e-06,0,650.0,16.348169,58.0
0.1563,0.1722,0.1897,0.2957,0.4073,0.3165,0.218377,-0.263945,0.138227,2e-06,0,644.0,11.764993,25.0
0.1474,0.1724,0.1637,0.3898,0.3505,0.264,0.408491,-0.386695,-0.021876,2e-06,0,598.0,3.052882,16.0
0.1407,0.1676,0.1447,0.4294,0.2962,0.2044,0.495907,-0.438526,-0.127794,2e-06,0,595.0,2.159736,15.0
0.1556,0.1709,0.1964,0.2784,0.394,0.3376,0.172704,-0.239261,0.152675,2e-06,0,753.0,3.41242,39.0
0.1545,0.1665,0.1873,0.2831,0.403,0.32,0.203656,-0.259342,0.148555,2e-06,0,612.0,10.986526,34.0
0.2093,0.2705,0.354,0.418,0.578,0.4701,0.082902,-0.214234,0.195408,1e-06,0,766.0,1.527525,14.0
0.1738,0.2077,0.2422,0.3242,0.4088,0.3549,0.144774,-0.219026,0.133159,1e-06,0,779.0,12.835173,32.0
0.1713,0.2048,0.2371,0.3114,0.4476,0.3788,0.13546,-0.206509,0.173034,1e-06,0,730.0,3.41242,9.0
0.1986,0.2533,0.3249,0.4033,0.5693,0.4652,0.107663,-0.22845,0.195375,1e-06,0,736.0,3.052882,14.0
0.1927,0.2458,0.3395,0.426,0.5947,0.4871,0.112998,-0.268235,0.203168,1e-06,0,718.0,10.142105,14.0
0.1788,0.2141,0.2602,0.3294,0.5054,0.4352,0.117368,-0.212144,0.202073,1e-06,0,784.0,10.678413,33.0
0.1803,0.1975,0.2225,0.2445,0.3162,0.2934,0.047109,-0.106335,0.118215,1e-06,0,733.0,4.820199,21.0
0.165,0.1984,0.2356,0.3511,0.4859,0.3749,0.196864,-0.277889,0.165966,1e-06,0,725.0,5.491994,13.0
0.1663,0.2028,0.2508,0.3506,0.4984,0.3867,0.165946,-0.267076,0.183477,1e-06,0,721.0,6.274438,9.0
0.1879,0.227,0.265,0.3172,0.4534,0.4036,0.08966,-0.165748,0.174336,1e-06,0,752.0,8.838262,35.0
0.1439,0.1749,0.1774,0.3836,0.4074,0.3067,0.367558,-0.37368,0.051515,1e-06,0,747.0,4.573921,17.0
0.173,0.2167,0.3003,0.3808,0.5305,0.4092,0.118191,-0.274644,0.200058,1e-06,0,726.0,6.274438,15.0
0.188,0.2276,0.2759,0.3458,0.4728,0.4047,0.112434,-0.206139,0.167563,1e-06,0,750.0,17.973787,50.0
0.2085,0.2779,0.3897,0.4694,0.639,0.5577,0.092772,-0.256256,0.205555,1e-06,0,739.0,3.41242,11.0
0.143,0.1684,0.1747,0.3862,0.3834,0.2836,0.377073,-0.392715,0.02658,1e-06,0,716.0,1.527525,6.0
0.1507,0.1797,0.1907,0.3251,0.3755,0.308,0.260566,-0.288035,0.086756,1e-06,0,763.0,17.334465,32.0
0.1375,0.1708,0.1937,0.3347,0.3616,0.2867,0.266843,-0.324233,0.080876,1e-06,0,724.0,1.527525,8.0
0.2393,0.2823,0.3313,0.3633,0.4934,0.4438,0.04607,-0.125465,0.155608,1e-06,0,756.0,12.133526,29.0
